ALGORITHM, GESTURE, # OF SELECTED SENSORS, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Tilt, Acc, 15, 1.00, 0.97, 47, 621, 621, 0, 3, 44, 0.00, 0.06, 0.06
RF-501, Triangle, Acc, 1, 0.96, 0.83, 45, 711, 696, 15, 14, 31, 0.02, 0.31, 0.24
RF-501, Triangle, Acc, 2, 0.94, 0.77, 57, 699, 682, 17, 25, 32, 0.02, 0.44, 0.31
RF-501, Triangle, Acc, 3, 0.94, 0.79, 61, 695, 669, 26, 23, 38, 0.04, 0.38, 0.28
RF-501, Triangle, Acc, 4, 0.96, 0.86, 66, 690, 673, 17, 17, 49, 0.02, 0.26, 0.21
RF-501, Triangle, Acc, 5, 0.94, 0.70, 44, 712, 693, 19, 25, 19, 0.03, 0.57, 0.37
RF-501, Triangle, Acc, 6, 0.96, 0.78, 43, 713, 701, 12, 18, 25, 0.02, 0.42, 0.30
RF-501, Triangle, Acc, 7, 0.98, 0.91, 44, 712, 702, 10, 7, 37, 0.01, 0.16, 0.14
RF-501, Triangle, Acc, 8, 0.97, 0.89, 49, 707, 695, 12, 10, 39, 0.02, 0.20, 0.17
RF-501, Triangle, Acc, 9, 0.93, 0.70, 51, 705, 679, 26, 29, 22, 0.04, 0.57, 0.37
RF-501, Triangle, Acc, 10, 0.99, 0.95, 42, 714, 710, 4, 4, 38, 0.01, 0.10, 0.09
RF-501, Triangle, Acc, 11, 0.98, 0.88, 35, 721, 713, 8, 8, 27, 0.01, 0.23, 0.19
RF-501, Triangle, Acc, 12, 0.96, 0.84, 41, 715, 698, 17, 12, 29, 0.02, 0.29, 0.23
RF-501, Triangle, Acc, 13, 0.98, 0.95, 60, 696, 687, 9, 5, 55, 0.01, 0.08, 0.08
RF-501, Triangle, Acc, 14, 0.97, 0.84, 48, 708, 702, 6, 15, 33, 0.01, 0.31, 0.24
RF-501, Triangle, Acc, 15, 0.91, 0.71, 70, 686, 655, 31, 37, 33, 0.05, 0.53, 0.36
RF-501, Turn, Acc, 1, 0.98, 0.92, 85, 590, 588, 2, 13, 72, 0.00, 0.15, 0.13
RF-501, Turn, Acc, 2, 0.96, 0.83, 47, 628, 614, 14, 15, 32, 0.02, 0.32, 0.25
RF-501, Turn, Acc, 3, 0.96, 0.89, 64, 611, 594, 17, 12, 52, 0.03, 0.19, 0.16
RF-501, Turn, Acc, 4, 1.00, 1.00, 43, 632, 630, 2, 0, 43, 0.00, 0.00, 0.00
RF-501, Turn, Acc, 5, 0.97, 0.85, 39, 636, 625, 11, 11, 28, 0.02, 0.28, 0.22
RF-501, Turn, Acc, 6, 0.97, 0.89, 51, 624, 611, 13, 10, 41, 0.02, 0.20, 0.17
RF-501, Turn, Acc, 7, 0.98, 0.91, 31, 644, 637, 7, 5, 26, 0.01, 0.16, 0.14
RF-501, Turn, Acc, 8, 0.97, 0.91, 41, 634, 624, 10, 7, 34, 0.02, 0.17, 0.15
RF-501, Turn, Acc, 9, 0.94, 0.78, 50, 625, 604, 21, 20, 30, 0.03, 0.40, 0.29
RF-501, Turn, Acc, 10, 0.99, 0.92, 32, 643, 640, 3, 5, 27, 0.00, 0.16, 0.14
RF-501, Turn, Acc, 11, 0.99, 0.89, 31, 644, 642, 2, 7, 24, 0.00, 0.23, 0.18
RF-501, Turn, Acc, 12, 0.99, 0.96, 37, 638, 635, 3, 3, 34, 0.00, 0.08, 0.08
RF-501, Turn, Acc, 13, 1.00, 1.00, 28, 647, 646, 1, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, Acc, 14, 0.93, 0.80, 58, 617, 594, 23, 21, 37, 0.04, 0.36, 0.27
RF-501, Turn, Acc, 15, 1.00, 0.97, 38, 637, 636, 1, 2, 36, 0.00, 0.05, 0.05
RF-501, Square, Acc, 1, 0.95, 0.83, 63, 753, 731, 22, 20, 43, 0.03, 0.32, 0.25
RF-501, Square, Acc, 2, 0.95, 0.76, 58, 758, 740, 18, 26, 32, 0.02, 0.45, 0.31
RF-501, Square, Acc, 3, 0.96, 0.86, 67, 749, 736, 13, 17, 50, 0.02, 0.25, 0.21
RF-501, Square, Acc, 4, 0.96, 0.80, 39, 777, 762, 15, 15, 24, 0.02, 0.38, 0.28
RF-501, Square, Acc, 5, 0.95, 0.74, 49, 767, 750, 17, 24, 25, 0.02, 0.49, 0.33
RF-501, Square, Acc, 6, 0.94, 0.77, 55, 761, 736, 25, 23, 32, 0.03, 0.42, 0.30
RF-501, Square, Acc, 7, 0.96, 0.81, 48, 768, 752, 16, 17, 31, 0.02, 0.35, 0.27
RF-501, Square, Acc, 8, 0.98, 0.93, 57, 759, 747, 12, 7, 50, 0.02, 0.12, 0.11
RF-501, Square, Acc, 9, 0.97, 0.81, 40, 776, 766, 10, 15, 25, 0.01, 0.38, 0.28
RF-501, Square, Acc, 10, 0.99, 0.90, 42, 774, 771, 3, 8, 34, 0.00, 0.19, 0.16
RF-501, Square, Acc, 11, 0.97, 0.84, 43, 773, 759, 14, 13, 30, 0.02, 0.30, 0.24
RF-501, Square, Acc, 12, 0.97, 0.91, 57, 759, 741, 18, 9, 48, 0.02, 0.16, 0.14
RF-501, Square, Acc, 13, 0.98, 0.95, 64, 752, 741, 11, 6, 58, 0.01, 0.09, 0.09
RF-501, Square, Acc, 14, 0.96, 0.81, 61, 755, 742, 13, 22, 39, 0.02, 0.36, 0.27
RF-501, Square, Acc, 15, 0.93, 0.75, 73, 743, 722, 21, 34, 39, 0.03, 0.47, 0.32
RF-501, Circle, Gyr, 1, 0.99, 0.93, 42, 570, 570, 0, 6, 36, 0.00, 0.14, 0.13
RF-501, Circle, Gyr, 2, 0.99, 0.94, 47, 565, 561, 4, 5, 42, 0.01, 0.11, 0.10
RF-501, Circle, Gyr, 3, 0.98, 0.94, 59, 553, 547, 6, 7, 52, 0.01, 0.12, 0.11
RF-501, Circle, Gyr, 4, 0.97, 0.93, 35, 577, 564, 13, 4, 31, 0.02, 0.11, 0.10
RF-501, Circle, Gyr, 5, 0.98, 0.90, 40, 572, 567, 5, 8, 32, 0.01, 0.20, 0.17
RF-501, Circle, Gyr, 6, 0.97, 0.85, 45, 567, 562, 5, 13, 32, 0.01, 0.29, 0.23
RF-501, Circle, Gyr, 7, 0.99, 0.93, 37, 575, 571, 4, 5, 32, 0.01, 0.14, 0.12
RF-501, Circle, Gyr, 8, 0.97, 0.90, 48, 564, 553, 11, 9, 39, 0.02, 0.19, 0.16
RF-501, Circle, Gyr, 9, 0.97, 0.85, 46, 566, 560, 6, 13, 33, 0.01, 0.28, 0.22
RF-501, Circle, Gyr, 10, 0.99, 0.96, 39, 573, 570, 3, 3, 36, 0.01, 0.08, 0.07
RF-501, Circle, Gyr, 11, 0.99, 0.89, 29, 583, 581, 2, 6, 23, 0.00, 0.21, 0.17
RF-501, Circle, Gyr, 12, 0.98, 0.90, 33, 579, 574, 5, 6, 27, 0.01, 0.18, 0.15
RF-501, Circle, Gyr, 13, 0.99, 0.89, 32, 580, 580, 0, 7, 25, 0.00, 0.22, 0.18
RF-501, Circle, Gyr, 14, 0.98, 0.92, 48, 564, 560, 4, 7, 41, 0.01, 0.15, 0.13
RF-501, Circle, Gyr, 15, 0.99, 0.94, 32, 580, 579, 1, 4, 28, 0.00, 0.12, 0.11
RF-501, Updown, Gyr, 1, 0.95, 0.86, 40, 512, 496, 16, 10, 30, 0.03, 0.25, 0.21
RF-501, Updown, Gyr, 2, 0.94, 0.75, 41, 511, 500, 11, 20, 21, 0.02, 0.49, 0.33
RF-501, Updown, Gyr, 3, 0.96, 0.86, 55, 497, 487, 10, 14, 41, 0.02, 0.25, 0.21
RF-501, Updown, Gyr, 4, 0.99, 0.90, 26, 526, 526, 0, 5, 21, 0.00, 0.19, 0.16
RF-501, Updown, Gyr, 5, 0.94, 0.71, 33, 519, 503, 16, 18, 15, 0.03, 0.55, 0.36
RF-501, Updown, Gyr, 6, 0.93, 0.70, 43, 509, 497, 12, 25, 18, 0.02, 0.58, 0.37
RF-501, Updown, Gyr, 7, 0.94, 0.65, 30, 522, 507, 15, 20, 10, 0.03, 0.67, 0.41
RF-501, Updown, Gyr, 8, 0.95, 0.70, 31, 521, 509, 12, 18, 13, 0.02, 0.58, 0.37
RF-501, Updown, Gyr, 9, 0.91, 0.69, 39, 513, 485, 28, 22, 17, 0.05, 0.56, 0.37
RF-501, Updown, Gyr, 10, 0.98, 0.91, 28, 524, 520, 4, 5, 23, 0.01, 0.18, 0.15
RF-501, Updown, Gyr, 11, 0.98, 0.84, 23, 529, 523, 6, 7, 16, 0.01, 0.30, 0.24
RF-501, Updown, Gyr, 12, 0.94, 0.72, 32, 520, 503, 17, 17, 15, 0.03, 0.53, 0.35
RF-501, Updown, Gyr, 13, 0.94, 0.71, 28, 524, 505, 19, 15, 13, 0.04, 0.54, 0.36
RF-501, Updown, Gyr, 14, 0.92, 0.74, 56, 496, 479, 17, 27, 29, 0.03, 0.48, 0.33
RF-501, Updown, Gyr, 15, 0.96, 0.86, 47, 505, 496, 9, 12, 35, 0.02, 0.26, 0.21
RF-501, Tilt, Gyr, 1, 0.93, 0.72, 50, 618, 594, 24, 26, 24, 0.04, 0.52, 0.35
RF-501, Tilt, Gyr, 2, 0.93, 0.78, 56, 612, 591, 21, 23, 33, 0.03, 0.41, 0.30
RF-501, Tilt, Gyr, 3, 0.93, 0.76, 55, 613, 591, 22, 24, 31, 0.04, 0.44, 0.31
RF-501, Tilt, Gyr, 4, 0.93, 0.75, 55, 613, 588, 25, 25, 30, 0.04, 0.45, 0.32
RF-501, Tilt, Gyr, 5, 0.95, 0.67, 37, 631, 621, 10, 24, 13, 0.02, 0.65, 0.40
RF-501, Tilt, Gyr, 6, 0.93, 0.71, 45, 623, 600, 23, 24, 21, 0.04, 0.53, 0.36
RF-501, Tilt, Gyr, 7, 0.95, 0.71, 36, 632, 621, 11, 20, 16, 0.02, 0.56, 0.36
RF-501, Tilt, Gyr, 8, 0.92, 0.58, 42, 626, 609, 17, 34, 8, 0.03, 0.81, 0.45
RF-501, Tilt, Gyr, 9, 0.94, 0.77, 46, 622, 601, 21, 20, 26, 0.03, 0.43, 0.31
RF-501, Tilt, Gyr, 10, 0.96, 0.84, 41, 627, 614, 13, 12, 29, 0.02, 0.29, 0.23
RF-501, Tilt, Gyr, 11, 1.00, 0.95, 28, 640, 640, 0, 3, 25, 0.00, 0.11, 0.10
RF-501, Tilt, Gyr, 12, 0.96, 0.82, 41, 627, 613, 14, 14, 27, 0.02, 0.34, 0.26
RF-501, Tilt, Gyr, 13, 1.00, 1.00, 34, 634, 633, 1, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, Gyr, 14, 0.93, 0.71, 55, 613, 595, 18, 30, 25, 0.03, 0.55, 0.36
RF-501, Tilt, Gyr, 15, 0.98, 0.95, 47, 621, 613, 8, 4, 43, 0.01, 0.09, 0.08
RF-501, Triangle, Gyr, 1, 0.97, 0.83, 45, 711, 703, 8, 15, 30, 0.01, 0.33, 0.25
RF-501, Triangle, Gyr, 2, 0.98, 0.89, 57, 699, 695, 4, 12, 45, 0.01, 0.21, 0.17
RF-501, Triangle, Gyr, 3, 0.96, 0.86, 61, 695, 678, 17, 15, 46, 0.02, 0.25, 0.20
RF-501, Triangle, Gyr, 4, 0.95, 0.79, 66, 690, 675, 15, 26, 40, 0.02, 0.39, 0.29
RF-501, Triangle, Gyr, 5, 0.97, 0.81, 44, 712, 706, 6, 16, 28, 0.01, 0.36, 0.27
RF-501, Triangle, Gyr, 6, 0.94, 0.73, 43, 713, 689, 24, 22, 21, 0.03, 0.51, 0.35
RF-501, Triangle, Gyr, 7, 0.98, 0.93, 44, 712, 706, 6, 6, 38, 0.01, 0.14, 0.12
RF-501, Triangle, Gyr, 8, 0.98, 0.92, 49, 707, 698, 9, 7, 42, 0.01, 0.14, 0.13
RF-501, Triangle, Gyr, 9, 0.95, 0.78, 51, 705, 690, 15, 21, 30, 0.02, 0.41, 0.30
RF-501, Triangle, Gyr, 10, 1.00, 0.96, 42, 714, 714, 0, 3, 39, 0.00, 0.07, 0.07
RF-501, Triangle, Gyr, 11, 0.97, 0.80, 35, 721, 714, 7, 14, 21, 0.01, 0.40, 0.29
RF-501, Triangle, Gyr, 12, 0.96, 0.75, 41, 715, 707, 8, 20, 21, 0.01, 0.49, 0.33
RF-501, Triangle, Gyr, 13, 0.99, 0.97, 60, 696, 693, 3, 3, 57, 0.00, 0.05, 0.05
RF-501, Triangle, Gyr, 14, 0.96, 0.81, 48, 708, 696, 12, 17, 31, 0.02, 0.35, 0.26
RF-501, Triangle, Gyr, 15, 0.95, 0.80, 70, 686, 675, 11, 27, 43, 0.02, 0.39, 0.28
RF-501, Turn, Gyr, 1, 0.95, 0.90, 85, 590, 573, 17, 15, 70, 0.03, 0.18, 0.15
RF-501, Turn, Gyr, 2, 0.96, 0.80, 47, 628, 621, 7, 18, 29, 0.01, 0.38, 0.28
RF-501, Turn, Gyr, 3, 0.94, 0.86, 64, 611, 589, 22, 16, 48, 0.04, 0.25, 0.21
RF-501, Turn, Gyr, 4, 0.98, 0.90, 43, 632, 625, 7, 8, 35, 0.01, 0.19, 0.16
RF-501, Turn, Gyr, 5, 0.97, 0.85, 39, 636, 630, 6, 11, 28, 0.01, 0.28, 0.22
RF-501, Turn, Gyr, 6, 0.96, 0.83, 51, 624, 614, 10, 17, 34, 0.02, 0.33, 0.25
RF-501, Turn, Gyr, 7, 0.98, 0.85, 31, 644, 638, 6, 9, 22, 0.01, 0.29, 0.23
RF-501, Turn, Gyr, 8, 0.97, 0.84, 41, 634, 623, 11, 12, 29, 0.02, 0.29, 0.23
RF-501, Turn, Gyr, 9, 0.94, 0.72, 50, 625, 609, 16, 27, 23, 0.03, 0.54, 0.36
RF-501, Turn, Gyr, 10, 0.97, 0.82, 32, 643, 636, 7, 11, 21, 0.01, 0.34, 0.26
RF-501, Turn, Gyr, 11, 0.99, 0.89, 31, 644, 643, 1, 7, 24, 0.00, 0.23, 0.18
RF-501, Turn, Gyr, 12, 0.97, 0.84, 37, 638, 628, 10, 11, 26, 0.02, 0.30, 0.23
RF-501, Turn, Gyr, 13, 0.99, 0.94, 28, 647, 643, 4, 3, 25, 0.01, 0.11, 0.10
RF-501, Turn, Gyr, 14, 0.90, 0.72, 58, 617, 580, 37, 29, 29, 0.06, 0.50, 0.35
RF-501, Turn, Gyr, 15, 0.99, 0.96, 38, 637, 635, 2, 3, 35, 0.00, 0.08, 0.07
RF-501, Square, Gyr, 1, 0.96, 0.79, 63, 753, 743, 10, 25, 38, 0.01, 0.40, 0.29
RF-501, Square, Gyr, 2, 0.96, 0.84, 58, 758, 742, 16, 17, 41, 0.02, 0.29, 0.23
RF-501, Square, Gyr, 3, 0.95, 0.84, 67, 749, 726, 23, 19, 48, 0.03, 0.28, 0.23
RF-501, Square, Gyr, 4, 0.97, 0.73, 39, 777, 771, 6, 21, 18, 0.01, 0.54, 0.35
RF-501, Square, Gyr, 5, 0.97, 0.79, 49, 767, 760, 7, 20, 29, 0.01, 0.41, 0.29
RF-501, Square, Gyr, 6, 0.93, 0.77, 55, 761, 729, 32, 23, 32, 0.04, 0.42, 0.30
RF-501, Square, Gyr, 7, 0.97, 0.84, 48, 768, 757, 11, 15, 33, 0.01, 0.31, 0.24
RF-501, Square, Gyr, 8, 0.97, 0.89, 57, 759, 744, 15, 11, 46, 0.02, 0.19, 0.16
RF-501, Square, Gyr, 9, 0.96, 0.73, 40, 776, 763, 13, 21, 19, 0.02, 0.53, 0.35
RF-501, Square, Gyr, 10, 0.99, 0.95, 42, 774, 766, 8, 4, 38, 0.01, 0.10, 0.09
RF-501, Square, Gyr, 11, 0.96, 0.81, 43, 773, 756, 17, 15, 28, 0.02, 0.35, 0.26
RF-501, Square, Gyr, 12, 0.97, 0.88, 57, 759, 744, 15, 12, 45, 0.02, 0.21, 0.18
RF-501, Square, Gyr, 13, 0.96, 0.90, 64, 752, 732, 20, 11, 53, 0.03, 0.17, 0.15
RF-501, Square, Gyr, 14, 0.94, 0.82, 61, 755, 724, 31, 20, 41, 0.04, 0.33, 0.25
RF-501, Square, Gyr, 15, 0.97, 0.86, 73, 743, 734, 9, 19, 54, 0.01, 0.26, 0.21
RF-501, Circle, RotVec, 1, 0.97, 0.86, 42, 570, 563, 7, 11, 31, 0.01, 0.26, 0.21
RF-501, Circle, RotVec, 2, 0.98, 0.91, 47, 565, 561, 4, 8, 39, 0.01, 0.17, 0.15
RF-501, Circle, RotVec, 3, 0.97, 0.94, 59, 553, 541, 12, 6, 53, 0.02, 0.10, 0.09
RF-501, Circle, RotVec, 4, 0.97, 0.89, 35, 577, 567, 10, 7, 28, 0.02, 0.20, 0.17
RF-501, Circle, RotVec, 5, 0.98, 0.94, 40, 572, 564, 8, 4, 36, 0.01, 0.10, 0.09
RF-501, Circle, RotVec, 6, 0.99, 0.96, 45, 567, 564, 3, 3, 42, 0.01, 0.07, 0.06
RF-501, Circle, RotVec, 7, 1.00, 0.97, 37, 575, 575, 0, 2, 35, 0.00, 0.05, 0.05
RF-501, Circle, RotVec, 8, 0.99, 0.95, 48, 564, 560, 4, 4, 44, 0.01, 0.08, 0.08
RF-501, Circle, RotVec, 9, 0.97, 0.91, 46, 566, 555, 11, 7, 39, 0.02, 0.15, 0.13
RF-501, Circle, RotVec, 10, 0.98, 0.89, 39, 573, 570, 3, 8, 31, 0.01, 0.21, 0.17
RF-501, Circle, RotVec, 11, 0.99, 0.93, 29, 583, 583, 0, 4, 25, 0.00, 0.14, 0.12
RF-501, Circle, RotVec, 12, 1.00, 1.00, 33, 579, 577, 2, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, RotVec, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, RotVec, 14, 0.98, 0.94, 48, 564, 558, 6, 5, 43, 0.01, 0.10, 0.10
RF-501, Circle, RotVec, 15, 0.99, 0.91, 32, 580, 579, 1, 6, 26, 0.00, 0.19, 0.16
RF-501, Updown, RotVec, 1, 1.00, 0.99, 40, 512, 512, 0, 1, 39, 0.00, 0.03, 0.02
RF-501, Updown, RotVec, 2, 0.99, 0.97, 41, 511, 510, 1, 2, 39, 0.00, 0.05, 0.05
RF-501, Updown, RotVec, 3, 0.96, 0.92, 55, 497, 485, 12, 8, 47, 0.02, 0.15, 0.13
RF-501, Updown, RotVec, 4, 0.99, 0.94, 26, 526, 526, 0, 3, 23, 0.00, 0.12, 0.10
RF-501, Updown, RotVec, 5, 0.99, 0.94, 33, 519, 515, 4, 4, 29, 0.01, 0.12, 0.11
RF-501, Updown, RotVec, 6, 1.00, 0.99, 43, 509, 509, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Updown, RotVec, 7, 0.97, 0.88, 30, 522, 515, 7, 7, 23, 0.01, 0.23, 0.19
RF-501, Updown, RotVec, 8, 0.99, 0.95, 31, 521, 519, 2, 3, 28, 0.00, 0.10, 0.09
RF-501, Updown, RotVec, 9, 0.97, 0.92, 39, 513, 505, 8, 6, 33, 0.02, 0.15, 0.14
RF-501, Updown, RotVec, 10, 0.99, 0.94, 28, 524, 520, 4, 3, 25, 0.01, 0.11, 0.10
RF-501, Updown, RotVec, 11, 1.00, 0.96, 23, 529, 529, 0, 2, 21, 0.00, 0.09, 0.08
RF-501, Updown, RotVec, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, RotVec, 13, 1.00, 1.00, 28, 524, 523, 1, 0, 28, 0.00, 0.00, 0.00
RF-501, Updown, RotVec, 14, 0.96, 0.88, 56, 496, 484, 12, 12, 44, 0.02, 0.21, 0.18
RF-501, Updown, RotVec, 15, 0.97, 0.94, 47, 505, 496, 9, 5, 42, 0.02, 0.11, 0.10
RF-501, Tilt, RotVec, 1, 0.99, 0.95, 50, 618, 615, 3, 5, 45, 0.00, 0.10, 0.09
RF-501, Tilt, RotVec, 2, 0.99, 0.99, 56, 612, 609, 3, 1, 55, 0.00, 0.02, 0.02
RF-501, Tilt, RotVec, 3, 0.99, 0.95, 55, 613, 613, 0, 6, 49, 0.00, 0.11, 0.10
RF-501, Tilt, RotVec, 4, 0.99, 0.99, 55, 613, 609, 4, 1, 54, 0.01, 0.02, 0.02
RF-501, Tilt, RotVec, 5, 0.99, 0.96, 37, 631, 626, 5, 3, 34, 0.01, 0.08, 0.08
RF-501, Tilt, RotVec, 6, 0.99, 0.95, 45, 623, 618, 5, 4, 41, 0.01, 0.09, 0.08
RF-501, Tilt, RotVec, 7, 0.99, 0.96, 36, 632, 631, 1, 3, 33, 0.00, 0.08, 0.08
RF-501, Tilt, RotVec, 8, 0.99, 0.95, 42, 626, 624, 2, 4, 38, 0.00, 0.10, 0.09
RF-501, Tilt, RotVec, 9, 0.97, 0.89, 46, 622, 615, 7, 10, 36, 0.01, 0.22, 0.18
RF-501, Tilt, RotVec, 10, 0.98, 0.88, 41, 627, 620, 7, 9, 32, 0.01, 0.22, 0.18
RF-501, Tilt, RotVec, 11, 1.00, 1.00, 28, 640, 640, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Tilt, RotVec, 12, 1.00, 1.00, 41, 627, 626, 1, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, RotVec, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, RotVec, 14, 0.99, 0.96, 55, 613, 608, 5, 4, 51, 0.01, 0.07, 0.07
RF-501, Tilt, RotVec, 15, 0.98, 0.94, 47, 621, 615, 6, 5, 42, 0.01, 0.11, 0.10
RF-501, Triangle, RotVec, 1, 0.97, 0.89, 45, 711, 696, 15, 9, 36, 0.02, 0.20, 0.17
RF-501, Triangle, RotVec, 2, 1.00, 0.99, 57, 699, 697, 2, 1, 56, 0.00, 0.02, 0.02
RF-501, Triangle, RotVec, 3, 0.96, 0.87, 61, 695, 679, 16, 14, 47, 0.02, 0.23, 0.19
RF-501, Triangle, RotVec, 4, 0.98, 0.95, 66, 690, 684, 6, 6, 60, 0.01, 0.09, 0.08
RF-501, Triangle, RotVec, 5, 0.98, 0.93, 44, 712, 700, 12, 5, 39, 0.02, 0.11, 0.10
