ALGORITHM, GESTURE, # OF SELECTED FEATURES, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Turn, 19, 12, 1.00, 1.00, 14, 189, 189, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Turn, 19, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 19, 14, 1.00, 0.97, 19, 184, 184, 0, 1, 18, 0.00, 0.05, 0.05
RF-501, Turn, 19, 15, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Square, 19, 1, 0.99, 0.94, 16, 229, 229, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Square, 19, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, 19, 3, 1.00, 1.00, 16, 229, 229, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Square, 19, 4, 0.99, 0.90, 15, 230, 230, 0, 3, 12, 0.00, 0.20, 0.17
RF-501, Square, 19, 5, 0.99, 0.96, 13, 232, 231, 1, 1, 12, 0.00, 0.08, 0.07
RF-501, Square, 19, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 19, 7, 0.98, 0.85, 17, 228, 228, 0, 5, 12, 0.00, 0.29, 0.23
RF-501, Square, 19, 8, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 19, 9, 1.00, 1.00, 12, 233, 233, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Square, 19, 10, 1.00, 0.95, 11, 234, 234, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Square, 19, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 19, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 19, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 19, 14, 1.00, 0.96, 13, 232, 232, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Square, 19, 15, 0.98, 0.90, 21, 224, 224, 0, 4, 17, 0.00, 0.19, 0.16
RF-501, Circle, 20, 1, 0.98, 0.87, 15, 169, 169, 0, 4, 11, 0.00, 0.27, 0.21
RF-501, Circle, 20, 2, 1.00, 1.00, 19, 165, 165, 0, 0, 19, 0.00, 0.00, 0.00
RF-501, Circle, 20, 3, 0.99, 0.94, 17, 167, 167, 0, 2, 15, 0.00, 0.12, 0.11
RF-501, Circle, 20, 4, 0.99, 0.95, 11, 173, 173, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Circle, 20, 5, 1.00, 1.00, 12, 172, 172, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Circle, 20, 6, 1.00, 1.00, 16, 168, 168, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Circle, 20, 7, 0.99, 0.93, 14, 170, 170, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Circle, 20, 8, 0.99, 1.00, 9, 175, 174, 1, 0, 9, 0.01, 0.00, 0.01
RF-501, Circle, 20, 9, 0.98, 0.91, 17, 167, 167, 0, 3, 14, 0.00, 0.18, 0.15
RF-501, Circle, 20, 10, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 20, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 20, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 20, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 20, 14, 0.99, 0.97, 16, 168, 168, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Circle, 20, 15, 1.00, 1.00, 11, 173, 173, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Updown, 20, 1, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 20, 2, 1.00, 1.00, 15, 151, 151, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Updown, 20, 3, 0.99, 0.96, 15, 151, 150, 1, 1, 14, 0.01, 0.07, 0.06
RF-501, Updown, 20, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 20, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 20, 6, 0.99, 0.96, 13, 153, 153, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Updown, 20, 7, 0.99, 0.92, 6, 160, 160, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Updown, 20, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 20, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 20, 10, 0.98, 0.80, 10, 156, 156, 0, 4, 6, 0.00, 0.40, 0.29
RF-501, Updown, 20, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 20, 12, 1.00, 1.00, 5, 161, 161, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, 20, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, 20, 14, 0.99, 0.93, 15, 151, 151, 0, 2, 13, 0.00, 0.13, 0.12
RF-501, Updown, 20, 15, 0.98, 0.94, 19, 147, 146, 1, 2, 17, 0.01, 0.11, 0.10
RF-501, Tilt, 20, 1, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 2, 1.00, 1.00, 25, 176, 176, 0, 0, 25, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 3, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 4, 1.00, 1.00, 18, 183, 183, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 5, 1.00, 1.00, 7, 194, 194, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 6, 1.00, 0.95, 10, 191, 191, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Tilt, 20, 7, 1.00, 0.96, 12, 189, 189, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Tilt, 20, 8, 0.98, 0.88, 16, 185, 185, 0, 4, 12, 0.00, 0.25, 0.20
RF-501, Tilt, 20, 9, 1.00, 0.94, 9, 192, 192, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Tilt, 20, 10, 1.00, 1.00, 8, 193, 193, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 11, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 12, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 13, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 14, 1.00, 0.97, 17, 184, 184, 0, 1, 16, 0.00, 0.06, 0.06
RF-501, Tilt, 20, 15, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 1, 0.99, 0.93, 15, 212, 212, 0, 2, 13, 0.00, 0.13, 0.12
RF-501, Triangle, 20, 2, 1.00, 1.00, 26, 201, 201, 0, 0, 26, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 3, 1.00, 1.00, 16, 211, 211, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 4, 1.00, 1.00, 18, 209, 209, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 5, 1.00, 0.96, 13, 214, 214, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Triangle, 20, 6, 1.00, 1.00, 13, 214, 214, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 7, 1.00, 1.00, 18, 209, 209, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 8, 1.00, 1.00, 14, 213, 213, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 9, 0.99, 0.91, 17, 210, 210, 0, 3, 14, 0.00, 0.18, 0.15
RF-501, Triangle, 20, 10, 0.99, 0.91, 16, 211, 211, 0, 3, 13, 0.00, 0.19, 0.16
RF-501, Triangle, 20, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 13, 1.00, 0.98, 21, 206, 206, 0, 1, 20, 0.00, 0.05, 0.05
RF-501, Triangle, 20, 14, 1.00, 1.00, 9, 218, 218, 0, 0, 9, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 15, 0.98, 0.86, 14, 213, 213, 0, 4, 10, 0.00, 0.29, 0.22
RF-501, Turn, 20, 1, 1.00, 0.99, 35, 168, 168, 0, 1, 34, 0.00, 0.03, 0.03
RF-501, Turn, 20, 2, 1.00, 1.00, 12, 191, 191, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Turn, 20, 3, 1.00, 0.97, 19, 184, 184, 0, 1, 18, 0.00, 0.05, 0.05
RF-501, Turn, 20, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, 20, 5, 1.00, 1.00, 12, 191, 191, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Turn, 20, 6, 1.00, 1.00, 16, 187, 187, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Turn, 20, 7, 0.99, 0.89, 9, 194, 194, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Turn, 20, 8, 1.00, 0.95, 10, 193, 193, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, 20, 9, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 20, 10, 0.99, 0.99, 7, 196, 194, 2, 0, 7, 0.01, 0.00, 0.01
RF-501, Turn, 20, 11, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 20, 12, 1.00, 1.00, 14, 189, 189, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Turn, 20, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 20, 14, 1.00, 0.97, 19, 184, 184, 0, 1, 18, 0.00, 0.05, 0.05
RF-501, Turn, 20, 15, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Square, 20, 1, 0.99, 0.94, 16, 229, 229, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Square, 20, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, 20, 3, 1.00, 0.97, 16, 229, 229, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Square, 20, 4, 0.99, 0.90, 15, 230, 230, 0, 3, 12, 0.00, 0.20, 0.17
RF-501, Square, 20, 5, 0.99, 0.96, 13, 232, 231, 1, 1, 12, 0.00, 0.08, 0.07
RF-501, Square, 20, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 20, 7, 0.98, 0.85, 17, 228, 228, 0, 5, 12, 0.00, 0.29, 0.23
RF-501, Square, 20, 8, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 20, 9, 1.00, 0.96, 12, 233, 233, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Square, 20, 10, 0.99, 0.95, 11, 234, 233, 1, 1, 10, 0.00, 0.09, 0.08
RF-501, Square, 20, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 20, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 20, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 20, 14, 1.00, 1.00, 13, 232, 232, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Square, 20, 15, 0.98, 0.90, 21, 224, 224, 0, 4, 17, 0.00, 0.19, 0.16
RF-501, Circle, 21, 1, 0.98, 0.90, 15, 169, 169, 0, 3, 12, 0.00, 0.20, 0.17
RF-501, Circle, 21, 2, 1.00, 1.00, 19, 165, 165, 0, 0, 19, 0.00, 0.00, 0.00
RF-501, Circle, 21, 3, 0.99, 0.94, 17, 167, 167, 0, 2, 15, 0.00, 0.12, 0.11
RF-501, Circle, 21, 4, 0.99, 0.95, 11, 173, 173, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Circle, 21, 5, 1.00, 1.00, 12, 172, 172, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Circle, 21, 6, 1.00, 1.00, 16, 168, 168, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Circle, 21, 7, 0.99, 0.96, 14, 170, 170, 0, 1, 13, 0.00, 0.07, 0.07
RF-501, Circle, 21, 8, 0.99, 1.00, 9, 175, 174, 1, 0, 9, 0.01, 0.00, 0.01
RF-501, Circle, 21, 9, 0.98, 0.88, 17, 167, 167, 0, 4, 13, 0.00, 0.24, 0.19
RF-501, Circle, 21, 10, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 21, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 21, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 21, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 21, 14, 0.99, 0.97, 16, 168, 168, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Circle, 21, 15, 1.00, 1.00, 11, 173, 173, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Updown, 21, 1, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 21, 2, 1.00, 1.00, 15, 151, 151, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Updown, 21, 3, 0.99, 0.96, 15, 151, 150, 1, 1, 14, 0.01, 0.07, 0.06
RF-501, Updown, 21, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 21, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 21, 6, 0.99, 0.96, 13, 153, 153, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Updown, 21, 7, 0.99, 0.92, 6, 160, 160, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Updown, 21, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 21, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 21, 10, 0.98, 0.85, 10, 156, 156, 0, 3, 7, 0.00, 0.30, 0.23
RF-501, Updown, 21, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 21, 12, 1.00, 1.00, 5, 161, 161, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, 21, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, 21, 14, 0.99, 0.93, 15, 151, 151, 0, 2, 13, 0.00, 0.13, 0.12
RF-501, Updown, 21, 15, 0.99, 0.97, 19, 147, 146, 1, 1, 18, 0.01, 0.05, 0.05
RF-501, Tilt, 21, 1, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 21, 2, 1.00, 1.00, 25, 176, 176, 0, 0, 25, 0.00, 0.00, 0.00
RF-501, Tilt, 21, 3, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 21, 4, 1.00, 1.00, 18, 183, 183, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Tilt, 21, 5, 1.00, 1.00, 7, 194, 194, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, 21, 6, 1.00, 0.95, 10, 191, 191, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Tilt, 21, 7, 1.00, 0.96, 12, 189, 189, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Tilt, 21, 8, 0.98, 0.88, 16, 185, 185, 0, 4, 12, 0.00, 0.25, 0.20
RF-501, Tilt, 21, 9, 1.00, 0.94, 9, 192, 192, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Tilt, 21, 10, 1.00, 1.00, 8, 193, 193, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Tilt, 21, 11, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 21, 12, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 21, 13, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 21, 14, 1.00, 0.97, 17, 184, 184, 0, 1, 16, 0.00, 0.06, 0.06
RF-501, Tilt, 21, 15, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Triangle, 21, 1, 1.00, 0.97, 15, 212, 212, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Triangle, 21, 2, 1.00, 1.00, 26, 201, 201, 0, 0, 26, 0.00, 0.00, 0.00
RF-501, Triangle, 21, 3, 0.99, 0.94, 16, 211, 211, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Triangle, 21, 4, 1.00, 1.00, 18, 209, 209, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Triangle, 21, 5, 1.00, 0.96, 13, 214, 214, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Triangle, 21, 6, 1.00, 1.00, 13, 214, 214, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Triangle, 21, 7, 1.00, 1.00, 18, 209, 209, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Triangle, 21, 8, 1.00, 0.96, 14, 213, 213, 0, 1, 13, 0.00, 0.07, 0.07
RF-501, Triangle, 21, 9, 0.99, 0.91, 17, 210, 210, 0, 3, 14, 0.00, 0.18, 0.15
RF-501, Triangle, 21, 10, 0.99, 0.94, 16, 211, 211, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Triangle, 21, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, 21, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, 21, 13, 1.00, 1.00, 21, 206, 206, 0, 0, 21, 0.00, 0.00, 0.00
RF-501, Triangle, 21, 14, 1.00, 1.00, 9, 218, 217, 1, 0, 9, 0.00, 0.00, 0.00
RF-501, Triangle, 21, 15, 0.98, 0.86, 14, 213, 213, 0, 4, 10, 0.00, 0.29, 0.22
RF-501, Turn, 21, 1, 1.00, 0.99, 35, 168, 168, 0, 1, 34, 0.00, 0.03, 0.03
RF-501, Turn, 21, 2, 1.00, 1.00, 12, 191, 191, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Turn, 21, 3, 1.00, 0.97, 19, 184, 184, 0, 1, 18, 0.00, 0.05, 0.05
RF-501, Turn, 21, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, 21, 5, 1.00, 1.00, 12, 191, 191, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Turn, 21, 6, 1.00, 1.00, 16, 187, 187, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Turn, 21, 7, 0.99, 0.89, 9, 194, 194, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Turn, 21, 8, 1.00, 0.95, 10, 193, 193, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, 21, 9, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 21, 10, 0.99, 0.92, 7, 196, 194, 2, 1, 6, 0.01, 0.14, 0.13
RF-501, Turn, 21, 11, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, 21, 12, 1.00, 1.00, 14, 189, 189, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Turn, 21, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 21, 14, 1.00, 0.97, 19, 184, 184, 0, 1, 18, 0.00, 0.05, 0.05
RF-501, Turn, 21, 15, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Square, 21, 1, 0.99, 0.91, 16, 229, 229, 0, 3, 13, 0.00, 0.19, 0.16
RF-501, Square, 21, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, 21, 3, 1.00, 1.00, 16, 229, 229, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Square, 21, 4, 0.99, 0.90, 15, 230, 230, 0, 3, 12, 0.00, 0.20, 0.17
RF-501, Square, 21, 5, 0.99, 0.96, 13, 232, 231, 1, 1, 12, 0.00, 0.08, 0.07
RF-501, Square, 21, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 21, 7, 0.98, 0.85, 17, 228, 228, 0, 5, 12, 0.00, 0.29, 0.23
RF-501, Square, 21, 8, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 21, 9, 1.00, 0.96, 12, 233, 233, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Square, 21, 10, 1.00, 0.95, 11, 234, 234, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Square, 21, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 21, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 21, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 21, 14, 1.00, 1.00, 13, 232, 232, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Square, 21, 15, 0.99, 0.93, 21, 224, 224, 0, 3, 18, 0.00, 0.14, 0.13
RF-501, Circle, 22, 1, 0.98, 0.90, 15, 169, 169, 0, 3, 12, 0.00, 0.20, 0.17
RF-501, Circle, 22, 2, 1.00, 1.00, 19, 165, 165, 0, 0, 19, 0.00, 0.00, 0.00
RF-501, Circle, 22, 3, 1.00, 1.00, 17, 167, 167, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Circle, 22, 4, 0.99, 0.91, 11, 173, 173, 0, 2, 9, 0.00, 0.18, 0.15
RF-501, Circle, 22, 5, 1.00, 1.00, 12, 172, 172, 0, 0, 12, 0.00, 0.00, 0.00
RF-501, Circle, 22, 6, 1.00, 1.00, 16, 168, 168, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Circle, 22, 7, 0.99, 0.96, 14, 170, 170, 0, 1, 13, 0.00, 0.07, 0.07
RF-501, Circle, 22, 8, 0.99, 1.00, 9, 175, 174, 1, 0, 9, 0.01, 0.00, 0.01
RF-501, Circle, 22, 9, 0.97, 0.85, 17, 167, 167, 0, 5, 12, 0.00, 0.29, 0.23
RF-501, Circle, 22, 10, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 22, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 22, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 22, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 22, 14, 0.99, 0.97, 16, 168, 168, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Circle, 22, 15, 1.00, 1.00, 11, 173, 173, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Updown, 22, 1, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 22, 2, 1.00, 1.00, 15, 151, 151, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Updown, 22, 3, 0.99, 0.96, 15, 151, 150, 1, 1, 14, 0.01, 0.07, 0.06
RF-501, Updown, 22, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 22, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 22, 6, 0.99, 0.96, 13, 153, 153, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Updown, 22, 7, 0.99, 0.92, 6, 160, 160, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Updown, 22, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 22, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 22, 10, 0.98, 0.85, 10, 156, 156, 0, 3, 7, 0.00, 0.30, 0.23
RF-501, Updown, 22, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 22, 12, 1.00, 1.00, 5, 161, 161, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, 22, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, 22, 14, 0.99, 0.93, 15, 151, 151, 0, 2, 13, 0.00, 0.13, 0.12
RF-501, Updown, 22, 15, 0.98, 0.94, 19, 147, 146, 1, 2, 17, 0.01, 0.11, 0.10
RF-501, Tilt, 22, 1, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 22, 2, 1.00, 1.00, 25, 176, 176, 0, 0, 25, 0.00, 0.00, 0.00
RF-501, Tilt, 22, 3, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, 22, 4, 1.00, 1.00, 18, 183, 183, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Tilt, 22, 5, 1.00, 1.00, 7, 194, 194, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, 22, 6, 1.00, 0.95, 10, 191, 191, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Tilt, 22, 7, 1.00, 0.96, 12, 189, 189, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Tilt, 22, 8, 0.98, 0.84, 16, 185, 185, 0, 5, 11, 0.00, 0.31, 0.24
RF-501, Tilt, 22, 9, 1.00, 0.94, 9, 192, 192, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Tilt, 22, 10, 1.00, 1.00, 8, 193, 193, 0, 0, 8, 0.00, 0.00, 0.00
